SN,Screen,Identity,Order,Change,Matching,Label,Response,Correct,RT
14,probe,Stranger,First,Same,Nonmatch,Self,Same,1,908.1999999997206
14,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,548.1999999911059
14,probe,Self,First,Same,Nonmatch,Stranger,Same,1,748.0999999970663
14,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,573.5999999970663
14,probe,NA,,Different,,NA,Different,1,736.8999999940861
14,probe,Self,First,Same,Match,Self,Same,1,706.3000000000466
14,label,Self,First,Same,Match,Self,Match,1,510.8999999940861
14,probe,NA,,Different,,NA,Same,0,1519.4999999939464
14,probe,Self,First,Same,Match,Self,Same,1,848.6999999969266
14,label,Self,First,Same,Match,Self,Match,1,370.69999999995343
14,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1096.399999997113
14,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,601.8999999940861
14,probe,NA,,Different,,NA,Different,1,616.4999999969732
14,probe,NA,,Different,,NA,Different,1,641.4999999969732
14,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,707.299999993993
14,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,517.5999999910127
14,probe,Stranger,First,Same,Match,Stranger,Same,1,640.5999999970663
14,label,Stranger,First,Same,Match,Stranger,Match,1,760.8000000000466
14,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,821.5000000030268
14,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,559.8999999940861
14,probe,NA,,Different,,NA,Different,1,518.0000000030268
14,probe,Stranger,First,Same,Nonmatch,Self,Same,1,737.6999999911059
14,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,604.1999999999534
14,probe,NA,,Different,,NA,Different,1,752.6000000028871
14,probe,NA,,Different,,NA,Different,1,535.5000000030268
14,probe,NA,,Different,,NA,Different,1,606.4999999939464
14,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,576.0999999970663
14,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,416.10000000009313
14,probe,NA,,Different,,NA,Different,1,827.4999999939464
14,probe,NA,,Different,,NA,Different,1,605.9999999939464
14,probe,Self,First,Same,Nonmatch,Stranger,Same,1,552.1000000028871
14,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,557.9999999939464
14,probe,NA,,Different,,NA,Different,1,556.5999999910127
14,probe,NA,,Different,,NA,Different,1,556.6000000028871
14,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,999.3999999910592
14,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,560.8999999910593
14,probe,NA,,Different,,NA,Different,1,864.5
14,probe,Stranger,First,Same,Match,Stranger,Same,1,616.6999999999534
14,label,Stranger,First,Same,Match,Stranger,Match,1,663.7999999970198
14,probe,Stranger,First,Same,Nonmatch,Self,Same,1,662.5999999940395
14,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,529
14,probe,Stranger,First,Same,Match,Stranger,Same,1,905
14,label,Stranger,First,Same,Match,Stranger,Match,1,657.4999999911524
14,probe,NA,,Different,,NA,Different,1,569.4999999911524
14,probe,NA,,Different,,NA,Different,1,639.9999999969732
14,probe,Stranger,First,Same,Nonmatch,Self,Same,1,670.1999999941327
14,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,510.4999999911525
14,probe,Self,First,Same,Match,Self,Same,1,627.9999999911524
14,label,Self,First,Same,Match,Self,Match,1,371.80000000307336
17,probe,NA,,Different,,NA,Different,1,844.400000002981
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,931.40000000894
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1031.2999999999993
17,probe,Stranger,Second,Same,Match,Stranger,Different,0,968.4000000000016
17,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,5123.20000000298
17,probe,NA,,Different,,NA,Different,1,817.6999999970212
17,probe,NA,,Different,,NA,Different,1,1520.6000000029817
17,probe,NA,,Different,,NA,Different,1,1626.7000000059634
17,probe,NA,,Different,,NA,Different,1,1381.699999999997
17,probe,Self,First,Same,Match,Self,Same,1,866.5000000000073
17,label,Self,First,Same,Match,Self,Match,1,790.4999999970169
17,probe,Self,First,Same,Match,Self,Same,1,526.5999999970227
17,label,Self,First,Same,Match,Self,Match,1,585.3000000000029
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,563.699999997014
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,630.8000000059546
17,probe,NA,,Different,,NA,Different,1,1254.7999999970198
17,probe,NA,,Different,,NA,Same,0,1134.300000002986
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,983.1000000000058
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1034.699999999997
17,probe,NA,,Different,,NA,Different,1,1227.8000000089378
17,probe,Self,First,Same,Match,Self,Same,1,691.0000000029831
17,label,Self,First,Same,Match,Self,Match,1,558.8000000000029
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,671.6000000029744
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,634.5000000089349
17,probe,NA,,Different,,NA,Different,1,930.9000000059604
17,probe,NA,,Different,,NA,Different,1,811.7999999970198
17,probe,NA,,Different,,NA,Different,1,762.8999999970256
17,probe,Self,First,Same,Match,Self,Same,1,979.7000000000116
17,label,Self,First,Same,Match,Self,Match,1,598.7000000000116
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1151.100000005972
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1675.0000000029686
17,probe,NA,,Different,,NA,Different,1,861.3000000089523
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1052.2000000000116
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1120.2999999999884
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1401.3999999999942
17,label,Self,Second,Same,Nonmatch,Stranger,Match,0,1272.5000000089349
17,probe,Self,Second,Same,Nonmatch,Stranger,Different,0,1536.6000000089407
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,3515.7000000089465
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,899.0999999970081
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1374.7000000059488
17,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,1141.3000000089523
17,label,Stranger,Second,Same,Nonmatch,Self,Match,0,2592.200000000012
17,probe,NA,,Different,,NA,Different,1,1277.2000000029802
17,probe,NA,,Different,,NA,Different,1,830.2000000029802
17,probe,NA,,Different,,NA,Different,1,757.0000000059663
17,probe,NA,,Different,,NA,Different,1,717.8000000089523
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,933.3999999999652
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,640.900000008929
17,probe,NA,,Different,,NA,Different,1,1039.3000000089523
17,probe,NA,,Different,,NA,Different,1,848.0999999970081
17,probe,NA,,Different,,NA,Different,1,1039.000000008964
17,probe,Self,First,Same,Match,Self,Same,1,760.2000000029802
17,label,Self,First,Same,Match,Self,Match,1,547.1000000089407
17,probe,Stranger,First,Same,Match,Stranger,Same,1,626.1000000089407
17,label,Stranger,First,Same,Match,Stranger,Match,1,759
17,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,887.7000000000116
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,2307.400000002992
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1259.400000002992
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1520.2999999999884
17,probe,NA,,Different,,NA,Different,1,806.4999999970314
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1055.7000000000116
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,986.5000000029686
17,probe,Self,First,Same,Nonmatch,Stranger,Different,0,1435.4000000059605
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1705.599999997008
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1274.2000000089174
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,981.0999999999768
17,probe,NA,,Different,,NA,Different,1,733.2000000000116
17,probe,NA,,Different,,NA,Different,1,758.5000000029686
17,probe,NA,,Different,,NA,Different,1,885.6000000030035
17,probe,NA,,Different,,NA,Different,1,662.3000000059837
17,probe,NA,,Different,,NA,Different,1,837.2999999970198
17,probe,Self,First,Same,Match,Self,Same,1,886.1000000089407
17,label,Self,First,Same,Match,Self,Match,1,576.0000000059372
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,785.0999999999767
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,653.4999999970314
17,probe,Stranger,First,Same,Match,Stranger,Same,1,790.4000000029919
17,label,Stranger,First,Same,Match,Stranger,Match,1,769.2000000059488
17,probe,Self,Second,Same,Nonmatch,Stranger,Different,0,1753.2000000059488
17,label,Self,Second,Same,Nonmatch,Stranger,Match,0,2659.9000000000237
17,probe,NA,,Different,,NA,Different,1,805.6000000030035
17,probe,NA,,Different,,NA,Different,1,766.2000000089174
17,probe,NA,,Different,,NA,Different,1,1005.5999999999768
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,814.4999999970314
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,625.4999999970314
17,probe,NA,,Different,,NA,Different,1,873.2000000000116
17,probe,Self,Second,Same,Match,Self,Same,1,1250.100000000035
17,label,Self,Second,Same,Match,Self,Match,1,789.4000000000233
17,probe,Stranger,First,Same,Match,Stranger,Same,1,661.500000008964
17,label,Stranger,First,Same,Match,Stranger,Match,1,985.2999999970198
17,probe,NA,,Different,,NA,Different,1,906.6000000089408
17,probe,NA,,Different,,NA,Different,1,777.8000000089523
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,778.3000000089523
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,597.6000000059721
17,probe,Stranger,Second,Same,Match,Stranger,Different,0,1109.7000000059488
17,label,Stranger,Second,Same,Match,Stranger,Match,1,1497.2000000059488
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1163.0000000059372
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,662.5000000059372
17,probe,Self,Second,Same,Match,Self,Different,0,911.4000000089871
17,label,Self,Second,Same,Match,Self,Match,1,1643.200000006007
17,probe,NA,,Different,,NA,Different,1,638.5999999999767
17,probe,NA,,Different,,NA,Different,1,781.800000002957
17,probe,NA,,Different,,NA,Same,0,702.3000000000466
17,probe,NA,,Different,,NA,Different,1,941.6999999999534
17,probe,NA,,Different,,NA,Different,1,926.699999997043
17,probe,NA,,Different,,NA,Different,1,1053.7999999970198
17,probe,Stranger,First,Same,Match,Stranger,Same,1,1694.6000000089407
17,label,Stranger,First,Same,Match,Stranger,Match,1,1114.300000008894
17,probe,Self,Second,Same,Match,Self,Same,1,595.0999999970663
17,label,Self,Second,Same,Match,Self,Nonmatch,0,510.70000000600703
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1647.200000006007
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1205
17,probe,Stranger,First,Same,Match,Stranger,Same,1,716.8000000000466
17,label,Stranger,First,Same,Match,Stranger,Match,1,648.800000002957
17,probe,NA,,Different,,NA,Different,1,850.3999999969965
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,705.4000000000233
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,477.0000000030268
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,670.1000000030035
17,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,496.9000000000233
17,probe,NA,,Different,,NA,Different,1,801.1000000089407
17,probe,NA,,Different,,NA,Different,1,890.300000002957
17,probe,Self,First,Same,Nonmatch,Stranger,Different,0,993.0999999999768
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,3509.9000000029337
17,probe,NA,,Different,,NA,Different,1,765.4000000029337
17,probe,Stranger,First,Same,Match,Stranger,Same,1,686.3000000000466
17,label,Stranger,First,Same,Match,Stranger,Match,1,625.0999999970663
17,probe,Stranger,First,Same,Match,Stranger,Same,1,633.199999997043
17,label,Stranger,First,Same,Match,Stranger,Match,1,525.2999999970198
17,probe,NA,,Different,,NA,Different,1,1157.7000000029802
17,probe,NA,,Different,,NA,Different,1,829.3999999969965
17,probe,NA,,Different,,NA,Different,1,782.4999999969732
17,probe,NA,,Different,,NA,Different,1,589.3000000088941
17,probe,Stranger,First,Same,Match,Stranger,Different,0,805.700000006007
17,label,Stranger,First,Same,Match,Stranger,Match,1,737.3000000000466
17,probe,NA,,Different,,NA,Same,0,1537.8000000059835
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,1080.800000008894
17,label,Stranger,Second,Same,Match,Stranger,Match,1,652.1000000059139
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,636.5999999970663
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,600.1999999999534
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,688.9000000089873
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,676.500000008964
17,probe,NA,,Different,,NA,Different,1,956.199999997043
17,probe,Self,Second,Same,Match,Self,Same,1,893
17,label,Self,Second,Same,Match,Self,Match,1,479.5000000059372
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,840.300000002957
17,label,Stranger,Second,Same,Match,Stranger,Match,1,570.5000000059372
17,probe,NA,,Different,,NA,Different,1,716.4999999998836
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,717.5999999970663
17,label,Stranger,Second,Same,Match,Stranger,Match,1,592.8000000059837
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,561.1000000030035
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,548.8000000059837
17,probe,NA,,Different,,NA,Different,1,717.5
17,probe,NA,,Different,,NA,Different,1,629.2000000029802
17,probe,NA,,Different,,NA,Different,1,621.8999999969965
17,probe,NA,,Different,,NA,Same,0,1356.9000000029337
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1244.0999999970663
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,686.8000000000466
17,probe,NA,,Different,,NA,Different,1,766.5999999999767
17,probe,NA,,Different,,NA,Different,1,1408.1000000030035
17,probe,NA,,Different,,NA,Different,1,682.7999999970198
17,probe,Self,Second,Same,Match,Self,Same,1,1036.7000000089174
17,label,Self,Second,Same,Match,Self,Match,1,895.300000002957
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,726.9999999969732
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,555.1999999999534
17,probe,Self,First,Same,Match,Self,Same,1,651.700000006007
17,label,Self,First,Same,Match,Self,Match,1,382.5000000030268
17,probe,NA,,Different,,NA,Different,1,711.4000000000233
17,probe,NA,,Different,,NA,Different,1,640.1000000089407
17,probe,NA,,Different,,NA,Different,1,709.5
17,probe,NA,,Different,,NA,Different,1,615.7000000089174
17,probe,NA,,Different,,NA,Different,1,550.9000000029337
17,probe,NA,,Different,,NA,Same,0,720.3000000088941
17,probe,NA,,Different,,NA,Different,1,639.200000006007
17,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,1016.000000008964
17,label,Stranger,Second,Same,Nonmatch,Self,Match,0,1227.6000000089407
17,probe,Self,Second,Same,Match,Self,Same,1,859.2999999970198
17,label,Self,Second,Same,Match,Self,Match,1,1006.9000000059604
17,probe,NA,,Different,,NA,Different,1,735.800000002957
17,probe,NA,,Different,,NA,Different,1,934.9999999969732
17,probe,Self,Second,Same,Match,Self,Different,0,608.1999999999534
17,label,Self,Second,Same,Match,Self,Match,1,1066.6999999999534
17,probe,NA,,Different,,NA,Same,0,907.4000000000232
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,724.3000000059837
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,591.4000000000233
17,probe,NA,,Different,,NA,Different,1,983.1999999999534
17,probe,NA,,Different,,NA,Different,1,744
17,probe,NA,,Different,,NA,Different,1,663.6000000059139
17,probe,Self,Second,Same,Match,Self,Same,1,896.1000000059139
17,label,Self,Second,Same,Match,Self,Match,1,699.3000000088941
17,probe,NA,,Different,,NA,Different,1,1080.4000000089873
17,probe,NA,,Different,,NA,Different,1,937.600000005914
17,probe,NA,,Different,,NA,Different,1,688.5000000088476
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,857.1000000089407
17,label,Stranger,Second,Same,Match,Stranger,Match,1,698.6999999999534
17,probe,NA,,Different,,NA,Different,1,612.3000000030734
17,probe,Self,Second,Same,Match,Self,Same,1,821.0000000060536
17,label,Self,Second,Same,Match,Self,Match,1,384.3000000088941
17,probe,Self,First,Same,Match,Self,Different,0,960.4000000029336
17,label,Self,First,Same,Match,Self,Match,1,996.0999999970664
17,probe,NA,,Different,,NA,Different,1,749.3000000058673
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,1411.6999999969266
17,label,Stranger,Second,Same,Match,Stranger,Match,1,691.3000000058673
17,probe,Self,Second,Same,Match,Self,Same,1,764
17,label,Self,Second,Same,Match,Self,Match,1,423.40000000596046
17,probe,NA,,Different,,NA,Same,0,607.7000000090338
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,592.6999999999534
17,label,Self,First,Same,Nonmatch,Stranger,Match,0,363.4999999969732
17,probe,NA,,Different,,NA,Different,1,691.9000000089873
17,probe,NA,,Different,,NA,Different,1,724.6000000028871
17,probe,Self,Second,Same,Match,Self,Same,1,1075.9999999969732
17,label,Self,Second,Same,Match,Self,Match,1,576.0000000088476
17,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,1088.2999999970198
17,label,Stranger,Second,Same,Nonmatch,Self,Match,0,699.5
17,probe,NA,,Different,,NA,Same,0,819.6000000089407
17,probe,NA,,Different,,NA,Different,1,666.6999999999534
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,627.9000000029337
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,963.300000008894
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,640.5000000088476
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,475.8000000058673
17,probe,Stranger,First,Same,Match,Stranger,Same,1,683.1999999997206
17,label,Stranger,First,Same,Match,Stranger,Match,1,591.8000000058673
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1007
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,691.5
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,668.1000000000931
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,471.5000000060536
17,probe,NA,,Different,,NA,Different,1,640.8000000088941
17,probe,NA,,Different,,NA,Different,1,632.0999999970663
17,probe,NA,,Different,,NA,Different,1,824.5999999970663
17,probe,Self,First,Same,Match,Self,Different,0,848.1000000028871
17,label,Self,First,Same,Match,Self,Match,1,747.6999999969266
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,692.9000000059605
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,455.7000000029802
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,608.1999999969266
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,499.8999999971129
17,probe,Stranger,Second,Same,Match,Stranger,Different,0,956.600000005914
17,label,Stranger,Second,Same,Match,Stranger,Match,1,1263.9000000089873
17,probe,NA,,Different,,NA,Different,1,1143.800000008894
17,probe,Stranger,First,Same,Match,Stranger,Same,1,697.0000000030268
17,label,Stranger,First,Same,Match,Stranger,Match,1,628.8999999971129
17,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,782.8999999999069
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,450.0999999998603
17,probe,NA,,Different,,NA,Different,1,635.2000000029802
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,698.7000000090338
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,438.30000000307336
17,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,511.80000000004657
17,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,794.8000000000466
17,probe,NA,,Different,,NA,Same,0,770.6999999969266
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,739.3999999999069
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,470.6000000028871
17,probe,Stranger,First,Same,Match,Stranger,Same,1,534.5
17,label,Stranger,First,Same,Match,Stranger,Match,1,754.6000000089407
17,probe,NA,,Different,,NA,Different,1,595.3000000030734
17,probe,Stranger,First,Same,Nonmatch,Self,Different,0,939.100000005914
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,2830.800000008894
17,probe,NA,,Different,,NA,Different,1,834.7000000090338
17,probe,Stranger,Second,Same,Match,Stranger,Different,0,1186.1999999999534
17,label,Stranger,Second,Same,Match,Stranger,Match,1,2062.100000005914
17,probe,Self,First,Same,Match,Self,Same,1,721.200000006007
17,label,Self,First,Same,Match,Self,Match,1,484.20000000600703
17,probe,NA,,Different,,NA,Same,0,644.3000000058673
17,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1092.9000000059605
17,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,647.7999999970198
17,probe,Self,First,Same,Nonmatch,Stranger,Same,1,688.2000000029802
17,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,476
17,probe,Stranger,First,Same,Nonmatch,Self,Different,0,779.0000000060536
17,label,Stranger,First,Same,Nonmatch,Self,Match,0,1952.300000008894
17,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,2374.3000000000466
17,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,2744.300000008894
17,probe,NA,,Different,,NA,Different,1,710.3999999999069
17,probe,NA,,Different,,NA,Different,1,855.5000000060536
17,probe,Self,First,Same,Match,Self,Same,1,654.2000000029802
17,label,Self,First,Same,Match,Self,Match,1,442.29999999701977
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,787.2000000090338
17,label,Stranger,Second,Same,Match,Stranger,Match,1,494.0000000060536
17,probe,NA,,Different,,NA,Different,1,686.1000000059139
17,probe,NA,,Different,,NA,Different,1,838.9000000089873
17,probe,Stranger,First,Same,Match,Stranger,Same,1,622.6000000028871
17,label,Stranger,First,Same,Match,Stranger,Nonmatch,0,753.9000000089873
17,probe,Stranger,Second,Same,Match,Stranger,Same,1,547
17,label,Stranger,Second,Same,Match,Stranger,Match,1,486.1999999969266
17,probe,NA,,Different,,NA,Different,1,982.3000000030734
17,probe,NA,,Different,,NA,Different,1,878.3000000030734
17,probe,Self,Second,Same,Match,Self,Same,1,902.100000005914
17,label,Self,Second,Same,Match,Self,Match,1,562.4000000029337
17,probe,NA,,Different,,NA,Different,1,747.5999999970663
17,probe,NA,,Different,,NA,Different,1,634.4000000089873
17,probe,NA,,Different,,NA,Different,1,595.1000000089407
17,probe,Self,First,Same,Match,Self,Same,1,602.6000000000931
17,label,Self,First,Same,Match,Self,Match,1,446.2000000029802
19,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1274.5999999880787
19,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1394.7000000119224
19,probe,Stranger,Second,Same,Match,Stranger,Same,1,1095.1000000119202
19,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,1101.8999999940388
19,probe,NA,,Different,,NA,Different,1,1167.7999999999993
19,probe,Stranger,Second,Same,Match,Stranger,Same,1,1532.999999988082
19,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,1814.7000000059636
19,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1822.6000000059576
19,label,Self,First,Same,Nonmatch,Stranger,Match,0,1472.9000000000017
19,probe,NA,,Different,,NA,Different,1,894.1999999940381
19,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1234.699999994038
19,label,Stranger,First,Same,Nonmatch,Self,Match,0,1244.4000000119197
19,probe,Self,First,Same,Match,Self,Same,1,1234.1999999940454
19,label,Self,First,Same,Match,Self,Nonmatch,0,1470.9000000000233
19,probe,NA,,Different,,NA,Different,1,1076.800000000003
19,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1184.699999988079
19,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1809.1999999940451
19,probe,Self,Second,Same,Match,Self,Same,1,1105.6000000000058
19,label,Self,Second,Same,Match,Self,Match,1,781.2999999880849
19,probe,Stranger,Second,Same,Match,Stranger,Same,1,1253.4000000119267
19,label,Stranger,Second,Same,Match,Stranger,Match,1,1579.6000000000058
19,probe,Stranger,Second,Same,Match,Stranger,Different,0,994.1000000000058
19,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,1010.2999999940366
19,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1004.5
19,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,851.3999999880762
19,probe,Self,Second,Same,Match,Self,Same,1,1024.9000000000087
19,label,Self,Second,Same,Match,Self,Match,1,762.2000000119151
19,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1045.6999999999823
19,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,943.7000000119152
19,probe,NA,,Different,,NA,Different,1,870.4999999880674
19,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,946.8999999999942
19,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,869.5000000119326
19,probe,Stranger,Second,Same,Match,Stranger,Same,1,973.8999999880908
19,label,Stranger,Second,Same,Match,Stranger,Match,1,803.7999999999884
19,probe,Self,First,Same,Match,Self,Same,1,915.7999999999884
19,label,Self,First,Same,Match,Self,Match,1,530.2000000059488
19,probe,Stranger,Second,Same,Match,Stranger,Same,1,978.4999999880674
19,label,Stranger,Second,Same,Match,Stranger,Match,1,701.2000000059488
19,probe,NA,,Different,,NA,Different,1,931.4999999880674
19,probe,NA,,Different,,NA,Different,1,895.2000000119151
19,probe,NA,,Different,,NA,Different,1,724.2000000119151
19,probe,NA,,Different,,NA,Different,1,749.3000000059546
19,probe,NA,,Different,,NA,Different,1,731.7000000119151
19,probe,Stranger,Second,Same,Match,Stranger,Different,0,839.8000000059546
19,label,Stranger,Second,Same,Match,Stranger,Match,1,1047.4999999940335
19,probe,NA,,Different,,NA,Different,1,793.5999999940395
19,probe,Stranger,First,Same,Match,Stranger,Same,1,1003.8999999999942
19,label,Stranger,First,Same,Match,Stranger,Match,1,695.0999999880733
19,probe,Self,First,Same,Nonmatch,Stranger,Different,0,874.8000000059546
19,label,Self,First,Same,Nonmatch,Stranger,Match,0,1086.5999999940395
19,probe,NA,,Different,,NA,Different,1,695.0999999940395
19,probe,NA,,Different,,NA,Same,0,1034.7000000000116
19,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1140.8999999999942
19,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1218.399999994028
19,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1073.5999999880733
19,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1693.800000011921
19,probe,NA,,Different,,NA,Same,0,1269.9999999880674
19,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1002.0000000119326
19,label,Stranger,Second,Same,Nonmatch,Self,Match,0,615.9999999880674
19,probe,NA,,Different,,NA,Different,1,764.5000000119326
19,probe,NA,,Different,,NA,Different,1,759.0999999940395
19,probe,Self,Second,Same,Match,Self,Different,0,792.8999999940279
19,label,Self,Second,Same,Match,Self,Match,1,1351.5
19,probe,NA,,Different,,NA,Different,1,635.4999999940628
19,probe,NA,,Different,,NA,Different,1,784.1000000000349
19,probe,NA,,Different,,NA,Different,1,865.7000000119442
19,probe,Self,First,Same,Nonmatch,Stranger,Same,1,999.1000000119092
19,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,927.5999999881024
19,probe,NA,,Different,,NA,Different,1,850.4999999940628
